1.936171695997472297e-01,2.418630948111057055e+00,2.079040145341629842e+00,3.432184221854065242e+00,3.401651664425027199e+00
2.916889595203187580e-01,1.505128254050880576e+00,1.098945566458229939e+00,2.749055581791269187e+00,2.312892977768527647e+00
1.214201232527119950e-01,1.573639297515156688e-01,3.229275553579379343e-01,2.354379129120772463e-01,1.359324415638780703e+00
-2.696908966622512671e-01,4.255914609352984823e-01,-6.389849856146534446e-02,7.489210582308429842e-01,6.059058876281980810e-01
-2.483333613356807634e-01,3.746211175446144681e-01,4.793791610345833898e-01,3.665858851833062038e-01,4.674567389050439115e-01
3.250623067486468343e-01,2.571257923751059105e-01,5.583311040842440232e-01,5.601870533037147659e-01,4.422436140604403820e-01
1.156666836483589561e-01,1.797732676162941967e-01,3.600718705477694570e-01,6.627854885210644476e-01,6.200968609527428566e-01
-7.588162391656402828e-02,9.995003330834232105e-04,5.002588807476524568e-01,-1.811222762184728774e-01,-1.767378378125727609e-02
7.461624632185996642e-02,-7.212803307486466420e-02,6.392809194879710555e-01,5.810241257734253401e-02,3.565100088878817713e-02
3.833498349661031979e-01,3.625112573742660937e-01,4.530061739425292888e-01,5.023599178715006802e-02,-4.718344656037132961e-02
2.872575647839117341e-01,3.336440217956285759e-01,4.968585338493702874e-01,2.756885074855074946e-01,1.619992542431695215e-01
2.028270332856643154e-01,3.262187767191588317e-01,4.871529868021328147e-01,3.867440404875172044e-01,2.942749031645822133e-01
-1.096465462945170853e-02,2.454613535738956465e-01,5.175255778430558617e-01,2.387865455890401389e-01,2.884317913423242175e-01
2.484570455637075403e-01,7.036099835526464508e-02,4.673571565679044415e-01,1.294963018000503951e-01,2.173910898755231913e-01
1.288140622093825183e-01,6.399830336783959850e-02,4.692475558000163138e-01,2.426343153826019672e-01,9.910736580278917129e-02
2.530871460728945643e-01,-7.337626337425981471e-02,1.620235153206120993e-01,3.727164403924505542e-01,2.669175252598627313e-01
4.707707595973877057e-02,1.022346562247375829e-01,1.014451683718399222e-01,1.796548340843700520e-01,2.006147498412831354e-01
7.264335596841407783e-02,1.598332879874634627e-01,2.080257277653384251e-01,1.488765016987749767e-01,1.313191815441960564e-01
2.366051273559907978e-02,-1.103068979187930322e-02,2.494304157960832713e-01,1.239419534631667347e-02,-6.000510750289516845e-03
1.218096179805982018e-02,8.328165780045203997e-03,-4.076127359184032739e-02,1.694159394639061650e-02,-3.147580023950120615e-03
7.893323903001056574e-02,1.092717248220409637e-01,9.907096652525115843e-02,8.818940401724821576e-02,3.509557562438856294e-03
2.384788195360538349e-02,1.136671729753574271e-02,8.160521140635836057e-02,1.169936075911856901e-02,3.092813007989145616e-02
2.070449375224425390e-02,5.934847830983389083e-02,1.070463065090234145e-01,6.624557562683311418e-02,4.751770029836854814e-02
-2.666640505267056649e-01,-2.713224625703313797e-01,9.156063234846878451e-02,-7.008421223883541662e-02,4.345412411678787334e-01
-8.525060765669845164e-02,-3.634991890939771042e-01,-3.658890613313659640e-02,-1.743586625332438356e-01,-8.203866676370416555e-02
-1.314566259874975218e-01,-2.562863234334500362e-01,-4.594464335103861687e-03,-1.752951094337177884e-01,-2.506289312752103537e-01
9.621961128317018108e-01,1.292602981711083177e-01,4.723382307088882515e-01,-1.783895711637743520e-01,1.647363322558529075e-01
7.725490626993352095e-01,-2.578137641512944223e-01,-4.597606163034821392e-01,8.259732850015278904e-01,5.848519720352154394e-01
2.729099663287955502e-01,1.469108816776717230e+00,1.037464503709911501e+00,8.530802508066315237e-01,2.717647072892051541e-01
7.614570602403939459e-01,8.147001168540710658e-01,1.765702384579700690e-01,1.251471137728236371e+00,9.635454563151061302e-01
9.212504482726902033e-01,1.026973137674647374e+00,8.006130314168488082e-01,1.231803977135062622e+00,1.186172735164389369e+00
6.486174213551405554e-01,9.069556654514957517e-01,7.760194968359065415e-01,9.706904737865394983e-01,5.149413715194255392e-01
4.690640586861696271e-01,2.661742747645740592e-01,5.489582742705043650e-01,9.757822578303300132e-01,8.541086674249439570e-01
1.620943818767826838e-01,7.047937597749728278e-01,9.365112987295777236e-01,1.038663845171151401e+00,9.285236407543753234e-01
6.619068865239098320e-01,9.302031111415174358e-01,6.761680816014767892e-01,1.718016569016993289e+00,1.428551463830272983e+00
8.301812042520863300e-02,6.327532459228691827e-03,3.255001487523104253e-02,1.341435430105739179e+00,1.488130357442066565e+00
1.898282757798061271e-01,4.538911256201668132e-01,3.681480364246125792e-01,1.515500635920461470e+00,1.035826387748242317e+00
5.247990418243099198e-01,6.526840378795515374e-01,2.861640815080556122e-01,1.464373803670084850e+00,1.017598902784989434e+00
1.475134450686396148e+00,1.255033085956611894e+00,9.648908585745710198e-01,1.931840062389150514e+00,1.388221160723075220e+00
5.368447655271914309e-02,8.756848191008200777e-01,1.231683136028095760e+00,1.546827671362072554e+00,1.831633915086173126e+00
6.535063086470458416e-01,7.962524523633135454e-01,1.743790266449968041e+00,1.976632117046512649e+00,1.610225146549800979e+00
